Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference,Week,Division
Southern Utah,Idaho State,2,3,WAC,Big Sky,5,d1
St. Bonaventure,Dayton,0,0,A10,A10,5,d1
St. John's,Yale,2,2,Big East,Ivy,5,d1
St. Mary's (CA),Sacramento State,4,0,WCC,Big Sky,5,d1
Stony Brook,Delaware,2,2,CAA,CAA,5,d1
Temple,South Florida,1,2,AAC,AAC,5,d1
Texas A&M-Corpus Christi,UTRGV,1,1,Southland,WAC,5,d1
Texas Southern,Sul Ross State University,3,1,SWAC,American Southwest,5,d1
Texas Tech,Houston,3,0,Big 12,Big 12,5,d1
Tulsa,UTSA,0,0,AAC,AAC,5,d1
UC Davis,Eastern Washington,3,0,Big West,Big Sky,5,d1
UC San Diego,CSU Bakersfield,1,1,Big West,Big West,5,d1
UC Santa Barbara,Cal Poly,1,3,Big West,Big West,5,d1
UCF,West Virginia,4,2,Big 12,Big 12,5,d1
UMKC,Southern Indiana,1,1,Summit,OVC,5,d1
UT Chattanooga,San Francisco,0,2,Southern,WCC,5,d1
UTEP,Idaho,0,1,C-USA,Big Sky,5,d1
VCU,Richmond,1,0,A10,A10,5,d1
VMI,Longwood,1,2,Southern,Big South,5,d1
Washington State,Seattle,2,1,Pac-12,WAC,5,d1
Weber State,Utah,1,1,Big Sky,Pac-12,5,d1
Western Kentucky,Middle Tennessee,3,0,C-USA,C-USA,5,d1
William & Mary,Monmouth,0,0,CAA,CAA,5,d1
Wisconsin-Green Bay,Wright State,0,1,Horizon,Horizon,5,d1
Clemson,Florida State,2,4,ACC,ACC,5,d1
Penn State,Maryland,4,0,Big Ten,Big Ten,5,d1
North Carolina,Virginia Tech,1,0,ACC,ACC,5,d1
UCLA,Pepperdine,2,0,Pac-12,WCC,5,d1
South Carolina,Vanderbilt,3,1,SEC,SEC,5,d1
Notre Dame,Wake Forest,3,1,ACC,ACC,5,d1
Tennessee,Arkansas,1,3,SEC,SEC,5,d1
Denver,Colorado,1,3,Summit,Pac-12,5,d1
Nebraska,Wisconsin,1,1,Big Ten,Big Ten,5,d1
Alcorn State,Tougaloo College,13,0,SWAC,Gulf Coast Athletic,5,d1
Arizona State,Colorado College,3,0,Pac-12,Mountain West,5,d1
Arkansas State,James Madison,0,2,Sun Belt,Sun Belt,5,d1
California,Utah Valley,1,1,Pac-12,WAC,5,d1
Coastal Carolina,Old Dominion,0,1,Sun Belt,Sun Belt,5,d1
Creighton,South Dakota State,1,0,Big East,Summit,5,d1
Florida,Missouri,2,3,SEC,SEC,5,d1
Illinois State,Evansville,1,1,MVC,MVC,5,d1
Miami (FL),Syracuse,2,1,ACC,ACC,5,d1
Michigan,Minnesota,1,0,Big Ten,Big Ten,5,d1
Mississippi,LSU,1,0,SEC,SEC,5,d1
Mississippi State,Auburn,1,0,SEC,SEC,5,d1
Navy,Lehigh,1,0,Patriot,Patriot,5,d1
North Dakota State,Arkansas Pine Bluff,3,0,Summit,SWAC,5,d1
Southern University,Nicholls,1,0,SWAC,Southland,5,d1
Texas A&M,Kentucky,1,1,SEC,SEC,5,d1
UC Riverside,Portland State,1,3,Big West,Big Sky,5,d1
Wofford,Radford,2,1,Southern,Big South,5,d1
Utah State,BYU,1,0,Mountain West,Big 12,5,d1
Louisville,Virginia,1,1,ACC,ACC,5,d1
Air Force,Washington,1,2,Mountain West,Pac-12,5,d1
American,Army,2,1,Patriot,Patriot,5,d1
Boston University,Loyola (MD),0,1,Patriot,Patriot,5,d1
Canisius,Manhattan,2,2,MAAC,MAAC,5,d1
Charleston Southern,Alabama A&M,2,0,Big South,SWAC,5,d1
Colgate,Bucknell,0,0,Patriot,Patriot,5,d1
Connecticut,Buffalo,1,1,Big East,MAC,5,d1
Fairfield,Mount St. Mary's,3,0,MAAC,MAAC,5,d1
Gonzaga,Arizona,3,1,WCC,Pac-12,5,d1
Jackson State,McNeese State,1,2,SWAC,Southland,5,d1
Lafayette,Holy Cross,1,0,Patriot,Patriot,5,d1
Marist,Saint Peter's,0,1,MAAC,MAAC,5,d1
Providence,Columbia,0,1,Big East,Ivy,5,d1
Siena College,Rider,0,1,MAAC,MAAC,5,d1
South Dakota,Lindenwood,1,0,Summit,OVC,5,d1
Tarleton State,Prairie View A&M,5,0,WAC,SWAC,5,d1
Stanford,Santa Clara,1,0,Pac-12,WCC,5,d1
Mercer,Alabama,1,5,Southern,SEC,5,d1
Boston College,Duke,0,2,ACC,ACC,5,d1
Rice,Xavier,2,4,AAC,Big East,5,d1
Memphis,UT Martin,4,0,AAC,OVC,5,d1
NC State,Pittsburgh,0,2,ACC,ACC,5,d1
Arkansas,Grand Canyon,3,2,SEC,WAC,5,d1
Saint Louis,La Salle,4,0,A10,A10,5,d1
Brown,Rhode Island,1,0,Ivy,A10,5,d1
Iowa,Illinois,1,1,Big Ten,Big Ten,5,d1
Appalachian State,Troy,1,0,Sun Belt,Sun Belt,5,d1
Baylor,UTSA,1,0,Big 12,AAC,5,d1
Bellarmine,Lipscomb,0,2,Atlantic Sun,Atlantic Sun,5,d1
Belmont,Indiana State,0,0,MVC,MVC,5,d1
CSUN,Portland State,2,3,Big West,Big Sky,5,d1
Cal Poly,Pacific,3,1,Big West,WCC,5,d1
California Baptist,Sacramento State,1,1,WAC,Big Sky,5,d1
Campbell,Towson,1,2,CAA,CAA,5,d1
Central Arkansas,Kennesaw State,5,0,Atlantic Sun,Atlantic Sun,5,d1
Charlotte,Longwood,2,0,AAC,Big South,5,d1
Colorado State,Utah,0,1,Mountain West,Pac-12,5,d1
Dartmouth,Massachusetts-Lowell,1,1,Ivy,Am East,5,d1
Davidson,St. Bonaventure,0,1,A10,A10,5,d1
Dayton,Massachusetts,1,0,A10,A10,5,d1
Delaware State,Sacred Heart,0,7,Northeast,Northeast,5,d1
Drake,Northern Iowa,2,1,MVC,MVC,5,d1
Drexel,Delaware,1,1,CAA,CAA,5,d1
Duquesne,Loyola-Chicago,0,0,A10,A10,5,d1
Eastern Kentucky,Austin Peay,1,0,Atlantic Sun,Atlantic Sun,5,d1
Elon,Northeastern,1,2,CAA,CAA,5,d1
FGCU,Jacksonville,2,0,Atlantic Sun,Atlantic Sun,5,d1
Florida International,UTEP,3,1,C-USA,C-USA,5,d1
George Mason,VCU,0,5,A10,A10,5,d1
George Washington,Fordham,0,0,A10,A10,5,d1
Georgia,San Francisco,5,0,SEC,WCC,5,d1
Hampton University,Monmouth,0,5,CAA,CAA,5,d1
Houston Christian,Nicholls,5,0,Southland,Southland,5,d1
IUPUI,Cleveland State,2,2,Horizon,Horizon,5,d1
Incarnate Word,Lamar,0,2,Southland,Southland,5,d1
Indiana,Rutgers,3,2,Big Ten,Big Ten,5,d1
Iona University,Niagara,0,1,MAAC,MAAC,5,d1
Jacksonville State,Sam Houston State,0,2,C-USA,C-USA,5,d1
Le Moyne,Howard,0,1,Northeast,Northeast,5,d1
Little Rock,Morehead State,0,1,OVC,OVC,5,d1
Long Beach State,Northern Colorado,5,1,Big West,Big Sky,5,d1
Maine,Vermont,3,2,Am East,Am East,5,d1
Marquette,St. Thomas (Minn.),1,1,Big East,Summit,5,d1
Marshall,Louisiana-Monroe,1,3,Sun Belt,Sun Belt,5,d1
Merrimack,Fairleigh Dickinson,3,2,Northeast,Northeast,5,d1
Michigan State,Ohio State,1,1,Big Ten,Big Ten,5,d1
Murray State,Missouri State,0,0,MVC,MVC,5,d1
NJIT,Albany,1,1,Am East,Am East,5,d1
Nevada,Eastern Washington,3,2,Mountain West,Big Sky,5,d1
New Hampshire,Binghamton,0,1,Am East,Am East,5,d1
New Mexico State,Louisiana Tech,4,3,C-USA,C-USA,5,d1
North Alabama,Queens (N.C.),0,0,Atlantic Sun,Atlantic Sun,5,d1
North Dakota,Arkansas Pine Bluff,3,0,Summit,SWAC,5,d1
North Florida,Stetson,2,1,Atlantic Sun,Atlantic Sun,5,d1
Northern Arizona,Loyola Marymount,3,1,Big Sky,WCC,5,d1
Northwestern State,Southeastern Louisiana,1,0,Southland,Southland,5,d1
Oakland,Purdue Fort Wayne,1,1,Horizon,Horizon,5,d1
Oklahoma State,Abilene Christian,2,0,Big 12,WAC,5,d1
Omaha,Oklahoma,2,1,Summit,Big 12,5,d1
Oregon State,Montana,0,0,Pac-12,Big Sky,5,d1
Purdue,Northwestern,0,1,Big Ten,Big Ten,5,d1
Quinnipiac,Princeton,2,4,MAAC,Ivy,5,d1
Richmond,Saint Joseph's,2,3,A10,A10,5,d1
Robert Morris,Wisconsin-Green Bay,5,1,Horizon,Horizon,5,d1
San Diego,California,1,2,WCC,Pac-12,5,d1
South Carolina State,East Tennessee State,0,6,Indep.,Southern,5,d1
Southern Illinois,UIC,0,1,MVC,MVC,5,d1
Southern Mississippi,South Alabama,0,0,Sun Belt,Sun Belt,5,d1
St. Francis (Pa.),Central Connecticut,1,2,Northeast,Northeast,5,d1
St. John's,Harvard,4,3,Big East,Ivy,5,d1
Stonehill,Portland,0,4,Northeast,WCC,5,d1
Stony Brook,Hofstra,1,2,CAA,CAA,5,d1
TCU,Stephen F. Austin,3,1,Big 12,WAC,5,d1
Temple,Penn,2,1,AAC,Ivy,5,d1
Tennessee Tech,Middle Tennessee,2,2,OVC,C-USA,5,d1
Texas A&M,Texas Southern,10,0,SEC,SWAC,5,d1
Texas A&M-Corpus Christi,Texas A&M-Commerce,2,3,Southland,Southland,5,d1
Texas State,Louisiana,3,0,Sun Belt,Sun Belt,5,d1
Toledo,Chicago State,4,0,MAC,Indep.,5,d1
Tulsa,UMKC,3,3,AAC,Summit,5,d1
UC Riverside,Cal State Fullerton,3,1,Big West,Big West,5,d1
UC Santa Barbara,St. Mary's (CA),0,0,Big West,WCC,5,d1
UMBC,Bryant,2,2,Am East,Am East,5,d1
UNC Greensboro,East Carolina,0,1,Southern,AAC,5,d1
UNC Wilmington,College of Charleston,1,0,CAA,CAA,5,d1
Utah Tech,Idaho State,4,3,WAC,Big Sky,5,d1
VMI,Liberty,0,2,Southern,C-USA,5,d1
Villanova,Cornell,1,1,Big East,Ivy,5,d1
Wagner,LIU,2,0,Northeast,Northeast,5,d1
Wisconsin-Milwaukee,Detroit Mercy,2,0,Horizon,Horizon,5,d1
Youngstown State,Northern Kentucky,2,1,Horizon,Horizon,5,d1
