Home Team,Away Team,Home Goals,Away Goals,Home Team Conference,Away Team Conference
UTEP,Abilene Christian,0,0,C-USA,WAC
Utah State,Utah,0,1,Mountain West,Pac-12
Utah Tech,Idaho,0,1,WAC,Big Sky
Utah Valley,Clemson,0,2,WAC,ACC
VCU,Old Dominion,0,2,A10,Sun Belt
Virginia Tech,James Madison,3,0,ACC,Sun Belt
Wagner,Army,1,0,Northeast,Patriot
Wake Forest,Idaho State,3,0,ACC,Big Sky
Western Illinois,Northern Iowa,0,0,OVC,MVC
Western Kentucky,Siena College,2,2,C-USA,MAAC
Wisconsin-Milwaukee,Minnesota,1,0,Horizon,Big Ten
Wofford,USC Upstate,2,1,Southern,Big South
Wright State,Southern Indiana,2,1,Horizon,OVC
Xavier,Illinois,0,1,Big East,Big Ten
Brown,Albany,6,0,Ivy,Am East
Fairfield,Harvard,0,3,MAAC,Ivy
Alcorn State,McNeese State,0,6,SWAC,Southland
Columbia,Hofstra,3,0,Ivy,CAA
Dartmouth,Eastern Michigan,2,2,Ivy,MAC
DePaul,Wisconsin-Green Bay,1,1,Big East,Horizon
Gardner-Webb,Allen University,8,0,Big South,Independent
Liberty,Tennessee Tech,2,0,C-USA,OVC
North Dakota State,Austin Peay,4,1,Summit,Atlantic Sun
Northern Arizona,CSU Bakersfield,0,1,Big Sky,Big West
Penn,American,1,0,Ivy,Patriot
Portland State,St. Thomas (Minn.),0,4,Big Sky,Summit
Presbyterian,Columbia International University,2,0,Big South,N/A
Princeton,Monmouth,3,0,Ivy,CAA
SIUE,Purdue Fort Wayne,2,1,OVC,Horizon
Sacred Heart,Yale,2,2,Northeast,Ivy
Southern Utah,Nevada,3,3,WAC,Mountain West
Tarleton State,Nicholls,3,0,WAC,Southland
Texas Southern,Rice,5,2,SWAC,AAC
Toledo,Loyola-Chicago,1,2,MAC,A10
Boise State,BYU,1,4,Mountain West,Big 12
Hawaii Pacific,Sacramento State,0,1,Pacific West,Big Sky
Mississippi,Southeastern Louisiana,3,1,SEC,Southland
Saint Peter's,Hampton University,5,2,MAAC,CAA
Southern Mississippi,Mississippi Valley,2,1,Sun Belt,SWAC
Texas A&M,Baylor,1,1,SEC,Big 12
VMI,Winthrop,1,2,Southern,Big South
UC Irvine,UCLA,0,4,Big West,Pac-12
North Carolina,USC,4,0,ACC,Pac-12
Stanford,St. Mary's (CA),3,1,Pac-12,WCC
Penn State,TCU,1,0,Big Ten,Big 12
George Mason,Virginia,0,4,A10,ACC
Duke,Wisconsin,2,1,ACC,Big Ten
Alabama,Memphis,2,1,SEC,AAC
Notre Dame,Arkansas,2,2,ACC,SEC
Texas,Iona University,6,0,Big 12,MAAC
Massachusetts-Lowell,South Carolina,0,2,Am East,SEC
Pittsburgh,Bucknell,5,0,ACC,Patriot
Colorado,Michigan State,2,0,Pac-12,Big Ten
Saint Louis,UMKC,8,0,A10,Summit
Central Connecticut,Brown,3,4,Northeast,Ivy
Seattle,Santa Clara,0,2,WAC,WCC
Georgetown,Virginia Tech,1,0,Big East,ACC
Toledo,Northwestern,1,3,MAC,Big Ten
Harvard,Connecticut,2,1,Ivy,Big East
Abilene Christian,Nicholls,4,0,WAC,Southland
Air Force,Northern Colorado,2,1,Mountain West,Big Sky
Appalachian State,High Point,0,0,Sun Belt,Big South
Arkansas Pine Bluff,North Alabama,0,2,SWAC,Atlantic Sun
Army,Auburn,2,3,Patriot,SEC
Boston College,San Jose State,2,0,ACC,Mountain West
Boston University,Albany,3,2,Patriot,Am East
Bowling Green,Loyola-Chicago,2,0,MAC,A10
CSUN,Pepperdine,0,2,Big West,WCC
California Baptist,Colorado State,0,1,WAC,Mountain West
Campbell,East Carolina,0,1,CAA,AAC
Central Arkansas,Arkansas State,2,2,Atlantic Sun,Sun Belt
Central Michigan,Wright State,0,0,MAC,Horizon
Cleveland State,Kent State,0,2,Horizon,MAC
Coastal Carolina,College of Charleston,2,0,Sun Belt,CAA
Colgate,St. John's,0,3,Patriot,Big East
Columbia,Loyola (MD),3,0,Ivy,Patriot
Cornell,Lehigh,2,2,Ivy,Patriot
Dayton,Illinois,0,0,A10,Big Ten
Drake,North Dakota State,2,0,MVC,Summit
Drexel,Saint Joseph's,3,0,CAA,A10
Eastern Illinois,Indiana State,1,1,OVC,MVC
Evansville,Indiana,0,1,MVC,Big Ten
FGCU,South Florida,2,0,Atlantic Sun,AAC
Florida,Stetson,8,0,SEC,Atlantic Sun
Florida Atlantic,Texas A&M-Corpus Christi,3,0,AAC,Southland
Gardner-Webb,East Tennessee State,0,3,Big South,Southern
Georgia State,Presbyterian,1,0,Sun Belt,Big South
Gonzaga,Nebraska,1,3,WCC,Big Ten
Grambling State,Lamar,0,0,SWAC,Southland
Grand Canyon,CSU Bakersfield,5,0,WAC,Big West
Holy Cross,Bryant,2,1,Patriot,Am East
Houston,Tarleton State,4,1,Big 12,WAC
Howard,Middle Tennessee,0,1,Northeast,C-USA
IUPUI,SIUE,2,3,Horizon,OVC
Idaho State,Utah Valley,0,6,Big Sky,WAC
Jackson State,Murray State,0,2,SWAC,MVC
James Madison,Maryland,2,2,Sun Belt,Big Ten
Kansas,Colorado College,6,0,Big 12,Mountain West
Kansas State,Creighton,0,0,Big 12,Big East
Kentucky,Valparaiso,1,1,SEC,MVC
LIU,UMBC,0,1,Northeast,Am East
LSU,Southern University,5,0,SEC,SWAC
Lipscomb,Siena College,3,2,Atlantic Sun,MAAC
Louisiana Tech,McNeese State,1,0,C-USA,Southland
Louisville,Northern Kentucky,0,0,ACC,Horizon
Loyola Marymount,Cal Poly,0,2,WCC,Big West
Marquette,Minnesota,0,2,Big East,Big Ten
Mercer,Alabama State,9,0,Southern,SWAC
Merrimack,Stony Brook,1,2,Northeast,CAA
Miami (FL),Georgia Southern,1,2,ACC,Sun Belt
Miami (OH),UIC,1,0,MAC,MVC
Mississippi State,Florida International,2,0,SEC,C-USA
Missouri State,Oregon,0,0,MVC,Pac-12
Montana,Ohio State,2,2,Big Sky,Big Ten
Navy,Ohio University,1,1,Patriot,MAC
New Mexico State,Cal State Fullerton,1,0,C-USA,Big West
Niagara,Le Moyne,2,3,MAAC,Northeast
North Dakota,Austin Peay,1,1,Summit,Atlantic Sun
North Texas,Texas A&M-Commerce,3,1,AAC,Southland
Northeastern,Eastern Michigan,3,1,CAA,MAC
Northern Arizona,Arizona,1,2,Big Sky,Pac-12
Northern Illinois,Oakland,0,0,MAC,Horizon
Northwestern State,Rice,1,2,Southland,AAC
Oklahoma State,Little Rock,8,0,Big 12,OVC
Old Dominion,Richmond,1,0,Sun Belt,A10
Omaha,Wyoming,1,2,Summit,Mountain West
Pacific,UC Santa Barbara,3,1,WCC,Big West
Penn,Delaware,1,0,Ivy,CAA
Portland State,Pacific University,1,3,Big Sky,Northwest
Princeton,La Salle,5,0,Ivy,A10
Purdue,Wake Forest,0,2,Big Ten,ACC
Quinnipiac,Dartmouth,0,1,MAAC,Ivy
Radford,Mount St. Mary's,2,0,Big South,MAAC
Rhode Island,Providence,0,1,A10,Big East
SMU,Tennessee,2,1,AAC,SEC
Samford,Oklahoma,4,0,Southern,Big 12
San Diego State,Long Beach State,0,3,Mountain West,Big West
San Francisco,UC Davis,1,3,WCC,Big West
Seton Hall,Rider,1,0,Big East,MAAC
South Alabama,Kennesaw State,3,1,Sun Belt,Atlantic Sun
South Dakota State,Iowa State,2,1,Summit,Big 12
Southern Illinois,Southeast Missouri State,0,2,MVC,OVC
Southern Indiana,Purdue Fort Wayne,0,1,OVC,Horizon
St. Bonaventure,Detroit Mercy,1,1,A10,Horizon
St. Francis (Pa.),Robert Morris,1,4,Northeast,Horizon
Stephen F. Austin,Louisiana,0,1,WAC,Sun Belt
Stonehill,Maine,1,5,Northeast,Am East
Syracuse,Binghamton,2,1,ACC,Am East
Temple,Villanova,0,3,AAC,Big East
Texas Southern,St. Mary's Texas,2,3,SWAC,Heartland
Texas Tech,Utah State,3,0,Big 12,Mountain West
The Citadel,Charlotte,0,1,Southern,AAC
Troy,Queens (N.C.),1,0,Sun Belt,Atlantic Sun
Tulsa,Oral Roberts,1,2,AAC,Summit
UAB,Jacksonville State,3,0,AAC,C-USA
UC Riverside,NJIT,0,0,Big West,Am East
UCF,North Florida,2,1,Big 12,Atlantic Sun
UNC Greensboro,George Washington,1,2,Southern,A10
UNC Wilmington,Liberty,0,3,CAA,C-USA
UNLV,Idaho,0,1,Mountain West,Big Sky
USC Upstate,Furman,1,1,Big South,Southern
UT Martin,Western Carolina,2,1,OVC,Southern
UTEP,Arizona State,0,2,C-USA,Pac-12
UTSA,Texas State,1,0,AAC,Sun Belt
Utah,Clemson,0,1,Pac-12,ACC
Utah Tech,Nevada,2,1,WAC,Mountain West
Vanderbilt,Belmont,2,0,SEC,MVC
Wagner,Manhattan,1,2,Northeast,MAAC
Washington,San Diego,5,0,Pac-12,WCC
Washington State,Weber State,3,1,Pac-12,Big Sky
West Virginia,Duquesne,1,0,Big 12,A10
Western Kentucky,Xavier,1,5,C-USA,Big East
Western Michigan,Butler,1,0,MAC,Big East
Western Oregon,St. Thomas (Minn.),0,0,Great Northwest,Summit
William & Mary,VCU,1,1,CAA,A10
Wisconsin-Milwaukee,Denver,3,3,Horizon,Summit
Wofford,Davidson,0,2,Southern,A10
Yale,Massachusetts,1,2,Ivy,A10
Youngstown State,Canisius,0,1,Horizon,MAAC
